onset	duration	sample	value	event_code
0	n/a	0	resting_start	90
0.048	n/a	24	resting_start	90
40.56	n/a	20280	instructed_toOpenEyes	20
60.56	n/a	30280	instructed_toCloseEyes	30
100.56	n/a	50280	instructed_toOpenEyes	20
120.56	n/a	60280	instructed_toCloseEyes	30
160.56	n/a	80280	instructed_toOpenEyes	20
180.56	n/a	90280	instructed_toCloseEyes	30
220.56	n/a	110280	instructed_toOpenEyes	20
240.56	n/a	120280	instructed_toCloseEyes	30
280.56	n/a	140280	instructed_toOpenEyes	20
300.56	n/a	150280	instructed_toCloseEyes	30
340.56	n/a	170280	instructed_toOpenEyes	20
345.115	n/a	172557.5	boundary	boundary
