onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.528	n/a	764	video_start	81
118.922	n/a	59461	video_stop	101
119.51	n/a	59755	break cnt	break cnt
119.536	n/a	59768	9999	9999
