onset	duration	sample	value	event_code
0	n/a	0	resting_start	90
0.032	n/a	16	resting_start	90
39.084	n/a	19542	instructed_toOpenEyes	20
59.084	n/a	29542	instructed_toCloseEyes	30
99.084	n/a	49542	instructed_toOpenEyes	20
119.084	n/a	59542	instructed_toCloseEyes	30
159.084	n/a	79542	instructed_toOpenEyes	20
179.084	n/a	89542	instructed_toCloseEyes	30
219.084	n/a	109542	instructed_toOpenEyes	20
239.084	n/a	119542	instructed_toCloseEyes	30
279.084	n/a	139542	instructed_toOpenEyes	20
299.084	n/a	149542	instructed_toCloseEyes	30
339.084	n/a	169542	instructed_toOpenEyes	20
343.635	n/a	171817.5	boundary	boundary
