onset	duration	sample	value	event_code
0	n/a	0	9999	9999
4.812	n/a	2406	video_start	81
122.204	n/a	61102	video_stop	101
123.226	n/a	61613	break cnt	break cnt
126.404	n/a	63202	contrastChangeB2_start	95
132.124	n/a	66062	contrastTrial_start	5
134.924	n/a	67462	right_target	9
210.582	n/a	105291	contrastChangeB2_start	95
216.254	n/a	108127	contrastTrial_start	5
220.658	n/a	110329	stim_ON	8
285.108	n/a	142554	contrastChangeB2_start	95
290.918	n/a	145459	contrastTrial_start	5
296.932	n/a	148466	stim_ON	8
